,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Iceland 2Y,8.997,9.031,9.031,9.026,-0.035,-0.38%,02:03:01,
,Iceland 5Y,7.487,7.512,7.512,7.510,-0.025,-0.33%,02:03:06,
,Iceland 10Y,7.028,7.073,7.073,7.073,-0.045,-0.64%,02:03:01,
