,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Taiwan 2Y,1.325,1.350,1.350,1.350,0.000,0.00%,20:23:04,
,Taiwan 5Y,1.438,1.463,1.463,1.463,0.000,0.00%,20:23:04,
,Taiwan 10Y,1.595,1.620,1.620,1.620,0.000,0.00%,20:23:04,
,Taiwan 20Y,1.775,1.800,1.800,1.800,0.000,0.00%,20:23:05,
,Taiwan 30Y,1.945,1.970,1.970,1.970,0.000,0.00%,20:23:04,
