,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Germany 3M,3.636,3.618,3.995,2.829,+0.018,+0.50%,03:23:22,
,Germany 6M,3.556,3.565,3.908,3.161,-0.009,-0.25%,03:22:04,
,Germany 9M,3.465,3.471,4.866,3.308,-0.006,-0.17%,03:23:24,
,Germany 1Y,3.375,3.402,3.556,2.980,-0.027,-0.79%,03:23:24,
,Germany 2Y,3.006,3.009,3.039,2.347,-0.003,-0.10%,03:23:26,
,Germany 3Y,2.779,2.786,2.818,2.135,-0.007,-0.25%,03:23:23,
,Germany 4Y,2.620,2.630,2.670,1.964,-0.010,-0.38%,03:23:23,
,Germany 5Y,2.575,2.584,2.647,1.181,-0.009,-0.35%,03:23:21,
,Germany 6Y,2.486,2.499,2.572,1.789,-0.013,-0.52%,03:23:25,
,Germany 7Y,2.462,2.475,2.563,1.823,-0.013,-0.53%,03:23:25,
,Germany 8Y,2.462,2.476,2.574,1.177,-0.014,-0.57%,03:23:24,
,Germany 9Y,2.484,2.500,2.607,1.820,-0.016,-0.64%,03:23:24,
,Germany 10Y,2.5185,2.5340,2.6455,1.8850,-0.0155,-0.61%,03:23:16,
,Germany 15Y,2.711,2.730,2.822,1.221,-0.019,-0.70%,03:23:22,
,Germany 20Y,2.706,2.724,2.817,2.157,-0.018,-0.66%,03:23:24,
,Germany 25Y,2.694,2.713,2.803,2.141,-0.019,-0.70%,03:23:24,
,Germany 30Y,2.652,2.671,2.774,2.115,-0.019,-0.71%,03:23:22,
