,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Hong Kong 1W,4.136,4.080,4.090,3.880,+0.056,+1.37%,03:23:04,
,Hong Kong 1M,4.308,4.260,4.260,4.140,+0.049,+1.14%,03:18:59,
,Hong Kong 3M,4.432,4.380,4.398,4.300,+0.052,+1.20%,03:23:01,
,Hong Kong 6M,4.403,4.370,4.390,4.280,+0.033,+0.76%,03:23:04,
,Hong Kong 9M,4.377,4.360,4.391,4.260,+0.017,+0.38%,03:22:46,
,Hong Kong 1Y,4.359,4.360,4.390,4.320,-0.001,-0.02%,03:18:47,
,Hong Kong 2Y,3.987,4.046,4.320,4.017,-0.059,-1.45%,03:22:46,
,Hong Kong 3Y,3.618,3.691,3.691,3.691,0.000,0.00%,23:53:19,
,Hong Kong 5Y,3.529,3.582,3.582,3.582,0.000,0.00%,23:53:20,
,Hong Kong 7Y,3.500,3.532,3.540,3.532,-0.032,-0.89%,23:53:20,
,Hong Kong 10Y,3.765,3.820,3.824,3.820,-0.055,-1.44%,23:53:20,
,Hong Kong 15Y,4.173,4.210,4.220,4.210,-0.037,-0.89%,23:53:21,
,Hong Kong 20Y,4.205,4.276,4.276,4.275,-0.071,-1.67%,23:53:20,
