,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Nigeria 2Y,19.334,19.334,19.334,19.334,+0.017,+0.00%,12:38:34,
,Nigeria 3Y,18.076,18.076,18.076,18.076,+0.009,+0.00%,12:38:34,
,Nigeria 4Y,18.474,18.474,18.474,18.474,+0.001,+0.00%,12:38:34,
,Nigeria 5Y,18.659,18.659,18.659,18.659,+0.003,+0.00%,12:38:34,
,Nigeria 7Y,18.812,18.812,18.812,18.812,+0.001,+0.00%,12:38:34,
,Nigeria 10Y,19.366,19.366,19.366,19.366,+0.003,+0.00%,12:38:34,
,Nigeria 20Y,18.646,18.646,18.646,18.646,0.000,0.00%,12:38:34,
,Nigeria 30Y,17.724,17.724,17.724,17.724,0.000,0.00%,12:38:34,
