,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Denmark 3M,2.030,-0.564,2.030,2.030,+0.000,+0.00%,27/01,
,Denmark 6M,2.355,-0.610,2.355,2.355,+0.000,+0.00%,27/01,
,Denmark 2Y,3.081,3.025,3.184,2.969,+0.000,+0.00%,17/05,
,Denmark 3Y,2.681,2.690,2.710,2.594,0.000,0.00%,21/05,
,Denmark 5Y,2.506,2.455,2.529,2.442,+0.000,+0.00%,21/05,
,Denmark 8Y,2.366,2.366,2.419,2.329,+0.000,+0.00%,16/05,
,Denmark 10Y,2.535,2.526,2.579,2.510,+0.000,+0.00%,21/05,
,Denmark 20Y,2.73,2.73,2.74,2.66,0.00,0.00%,17/05,
,Denmark 30Y,2.638,2.638,2.674,2.588,+0.000,+0.00%,17/05,
