,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Poland Overnight,5.200,4.940,5.380,4.500,+0.260,+5.26%,03:21:53,
,Poland 1M,5.690,5.500,5.690,5.500,+0.000,+0.00%,02:30:28,
,Poland 2M,5.760,5.500,5.760,5.400,+0.260,+4.73%,03:18:18,
,Poland 1Y,5.155,5.166,5.217,5.197,-0.011,-0.21%,03:22:58,
,Poland 2Y,5.282,5.395,5.462,5.358,-0.113,-2.09%,03:20:01,
,Poland 3Y,5.321,5.352,5.371,5.351,-0.031,-0.58%,03:22:24,
,Poland 4Y,5.378,5.391,5.436,5.378,-0.013,-0.25%,03:22:52,
,Poland 5Y,5.494,5.512,5.528,5.498,-0.018,-0.34%,03:22:24,
,Poland 6Y,5.521,5.538,5.554,5.541,-0.017,-0.31%,03:22:21,
,Poland 7Y,5.501,5.508,5.680,5.508,0.000,0.00%,15/05,
,Poland 8Y,5.621,5.656,5.674,5.610,0.000,0.00%,16/05,
,Poland 10Y,5.669,5.682,5.698,5.683,-0.013,-0.22%,03:22:55,
