,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Namibia 3M,8.450,8.350,8.350,8.350,+0.000,+0.00%,02:03:13,
,Namibia 6M,9.207,9.150,9.150,9.150,+0.000,+0.00%,02:03:13,
,Namibia 9M,9.156,9.200,9.200,9.200,0.000,0.00%,02:03:12,
,Namibia 1Y,9.105,9.250,9.250,9.250,0.000,0.00%,02:03:13,
,Namibia 3Y,9.512,9.440,9.439,9.439,+0.000,+0.00%,02:03:00,
,Namibia 7Y,10.112,10.028,10.026,10.026,+0.000,+0.00%,02:03:01,
,Namibia 10Y,10.837,10.700,10.706,10.706,+0.000,+0.00%,02:03:01,
,Namibia 15Y,12.974,12.724,12.731,12.731,+0.000,+0.00%,02:03:01,
,Namibia 20Y,13.356,13.085,13.090,13.090,+0.000,+0.00%,02:03:02,
