,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,France 1M,3.830,3.795,4.222,3.511,+0.035,+0.92%,03:18:01,
,France 3M,3.786,3.779,4.357,0.002,+0.007,+0.19%,03:20:28,
,France 6M,3.710,3.700,3.941,0.001,+0.010,+0.27%,03:17:12,
,France 9M,3.545,3.556,3.688,0.000,-0.011,-0.31%,03:21:16,
,France 1Y,3.502,3.503,3.828,0.000,-0.001,-0.03%,03:22:51,
,France 2Y,3.096,3.105,3.181,2.396,-0.009,-0.29%,03:23:26,
,France 3Y,2.954,2.960,3.005,2.198,-0.006,-0.20%,03:23:26,
,France 4Y,2.892,2.905,2.960,2.029,-0.013,-0.45%,03:23:21,
,France 5Y,2.861,2.870,2.971,2.108,-0.009,-0.31%,03:23:24,
,France 6Y,2.884,2.894,2.949,2.123,-0.010,-0.35%,03:23:21,
,France 7Y,2.8505,2.8670,2.9710,2.1755,-0.0165,-0.58%,03:23:24,
,France 8Y,2.891,2.910,3.011,2.234,-0.019,-0.65%,03:23:22,
,France 9Y,2.951,2.970,3.073,2.311,-0.019,-0.64%,03:23:22,
,France 10Y,3.006,3.027,3.148,2.395,-0.021,-0.69%,03:23:12,
,France 15Y,3.206,3.227,3.355,2.634,-0.021,-0.65%,03:23:22,
,France 20Y,3.309,3.332,3.502,2.811,-0.023,-0.69%,03:23:22,
,France 25Y,3.366,3.388,3.511,2.842,-0.022,-0.65%,03:23:24,
,France 30Y,3.467,3.491,3.583,2.927,-0.024,-0.69%,03:23:24,
,France 50Y,2.933,2.960,3.074,1.386,-0.027,-0.91%,03:23:19,
