,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Mexico 1M,11.601,11.020,11.020,11.020,+0.581,+5.28%,22/05,
,Mexico 3M,11.627,11.150,11.150,11.150,+0.477,+4.28%,22/05,
,Mexico 6M,11.599,11.280,11.280,11.280,+0.319,+2.82%,22/05,
,Mexico 9M,11.467,11.300,11.300,11.300,+0.168,+1.48%,22/05,
,Mexico 1Y,11.343,11.320,11.320,11.320,+0.023,+0.20%,22/05,
,Mexico 3Y,10.514,10.104,10.131,10.100,+0.410,+4.06%,22/05,
,Mexico 5Y,10.203,9.824,9.839,9.807,+0.379,+3.86%,22/05,
,Mexico 7Y,10.134,9.754,9.765,9.737,+0.380,+3.90%,22/05,
,Mexico 10Y,10.086,9.714,9.722,9.700,+0.372,+3.83%,22/05,
,Mexico 15Y,10.144,9.784,9.784,9.763,+0.360,+3.68%,22/05,
,Mexico 20Y,10.236,9.854,9.854,9.830,+0.382,+3.88%,22/05,
,Mexico 30Y,10.199,9.824,9.840,9.823,+0.375,+3.82%,22/05,
