,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Cyprus 2Y,2.991,3.329,3.419,3.315,-0.338,-10.15%,03:23:04,
,Cyprus 3Y,3.108,3.194,3.227,3.180,-0.086,-2.69%,03:23:05,
,Cyprus 4Y,3.090,3.237,3.249,3.226,-0.147,-4.54%,03:22:52,
,Cyprus 7Y,3.072,3.157,3.182,3.154,-0.086,-2.71%,03:21:07,
,Cyprus 10Y,3.259,3.308,3.324,3.290,-0.049,-1.48%,03:23:00,
,Cyprus 20Y,3.773,3.790,3.799,3.792,-0.017,-0.44%,03:23:02,
,Cyprus 30Y,3.819,3.772,3.908,3.855,+0.048,+1.26%,03:23:00,
