,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Egypt Overnight,27.325,27.325,27.673,19.272,-0.040,-0.15%,22/05,
,Egypt 3M,28.431,25.885,30.447,22.640,+2.546,+9.84%,02:03:11,
,Egypt 6M,27.656,26.039,33.620,25.860,+1.617,+6.21%,02:03:14,
,Egypt 9M,26.900,26.154,33.123,26.230,+0.746,+2.85%,02:03:13,
,Egypt 1Y,26.171,26.185,32.058,25.734,-0.014,-0.05%,02:03:12,
,Egypt 2Y,25.703,25.728,31.883,25.574,-0.025,-0.10%,02:04:20,
,Egypt 3Y,26.937,25.830,31.023,25.730,+1.107,+4.29%,02:03:10,
,Egypt 5Y,26.773,25.690,30.383,25.330,+1.083,+4.22%,02:03:08,
,Egypt 7Y,26.779,25.690,30.188,24.940,+1.089,+4.24%,02:03:10,
,Egypt 10Y,26.804,25.720,30.266,24.760,+1.084,+4.21%,02:03:05,
