,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Serbia 1Y,5.106,5.130,5.106,5.106,-0.024,-0.47%,01:45:03,
,Serbia 2Y,5.124,5.160,5.200,5.160,-0.035,-0.69%,03:15:01,
,Serbia 3Y,5.100,5.200,5.200,5.200,-0.100,-1.92%,03:00:03,
,Serbia 5Y,5.200,5.200,5.300,5.200,0.000,0.00%,20/05,
,Serbia 10Y,6.090,6.100,6.100,6.100,-0.010,-0.16%,03:00:02,
