,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Singapore 1M,3.940,3.896,3.940,3.940,+0.000,+0.00%,21/05,
,Singapore 3M,3.902,3.871,3.902,3.902,+0.000,+0.00%,21/05,
,Singapore 6M,3.710,3.699,3.710,3.710,+0.000,+0.00%,21/05,
,Singapore 1Y,3.551,3.570,3.551,3.551,0.000,0.00%,21/05,
,Singapore 2Y,3.454,3.438,3.473,3.415,+0.017,+0.48%,03:01:20,
,Singapore 5Y,3.266,3.259,3.300,3.219,+0.006,+0.20%,02:29:34,
,Singapore 10Y,3.289,3.295,3.334,3.234,-0.006,-0.18%,02:25:38,
,Singapore 15Y,3.286,3.317,3.368,3.227,-0.030,-0.92%,03:21:41,
,Singapore 20Y,3.287,3.328,3.381,3.251,-0.041,-1.22%,03:21:51,
,Singapore 30Y,3.316,3.358,3.408,3.258,-0.043,-1.27%,03:21:45,
,Singapore 50Y,3.304,3.352,3.397,3.267,-0.048,-1.43%,03:21:48,
