,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Qatar 1Y,5.335,5.496,7.864,4.813,-0.161,-2.93%,03:11:00,
,Qatar 2Y,5.345,5.298,5.480,5.185,+0.00,+0.00%,26/01,
,Qatar 5Y,4.851,4.839,5.154,4.262,+0.012,+0.25%,03:19:26,
,Qatar 6Y,4.857,4.825,5.132,4.235,+0.032,+0.66%,03:18:04,
,Qatar 7Y,4.095,1.704,4.095,4.095,0.000,0.00%,27/01,
,Qatar 20Y,5.342,5.313,5.704,5.119,+0.029,+0.55%,03:18:01,
,Qatar 30Y,5.405,5.355,5.771,5.197,+0.050,+0.93%,03:22:08,
