,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Peru 2Y,5.296,5.296,5.296,5.296,+0.000,+0.00%,22/05,
,Peru 5Y,5.685,5.680,5.685,5.685,+0.005,+0.09%,22/05,
,Peru 10Y,7.088,7.089,7.088,7.088,-0.001,-0.01%,22/05,
,Peru 15Y,7.268,7.263,7.268,7.268,+0.005,+0.07%,22/05,
,Peru 20Y,7.207,7.215,7.207,7.207,-0.008,-0.11%,22/05,
,Peru 30Y,7.108,7.198,7.108,7.108,-0.090,-1.25%,22/05,
