,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,South Korea 1Y,3.366,3.423,3.366,3.356,0.000,0.00%,25/03,
,South Korea 2Y,3.447,3.447,3.557,3.313,+0.005,+0.15%,02:49:22,
,South Korea 3Y,3.408,3.408,3.582,3.264,-0.002,-0.06%,02:49:37,
,South Korea 4Y,3.345,3.445,3.368,3.332,0.000,0.00%,25/03,
,South Korea 5Y,3.433,3.433,3.669,3.294,-0.006,-0.17%,02:49:58,
,South Korea 10Y,3.473,3.473,3.767,3.315,-0.018,-0.52%,02:49:55,
,South Korea 20Y,3.408,3.408,3.655,3.323,-0.020,-0.58%,02:49:55,
,South Korea 30Y,3.318,3.318,3.575,3.235,-0.020,-0.60%,02:49:47,
,South Korea 50Y,3.253,3.307,3.300,3.240,0.000,0.00%,25/03,
