,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Botswana 6M,2.464,2.685,2.688,2.685,-0.221,-8.23%,02:03:13,
,Botswana 3Y,5.357,5.430,5.430,5.430,-0.073,-1.34%,02:03:07,
,Botswana 5Y,6.760,5.750,6.800,5.750,+0.000,+0.00%,31/10,
,Botswana 20Y,8.213,8.200,8.213,8.213,0.013,0.16%,02:03:09,
,Botswana 22Y,8.731,8.700,8.800,8.700,+0.000,+0.00%,31/10,
