,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Sweden 1M,3.945,3.959,3.958,3.945,0.000,0.00%,21/05,
,Sweden 2M,3.783,3.783,3.789,3.783,0.000,0.00%,20/05,
,Sweden 3M,3.754,3.754,3.754,3.754,0.000,0.00%,20/05,
,Sweden 6M,3.583,3.636,3.635,3.583,0.000,0.00%,21/05,
,Sweden 2Y,2.712,2.712,2.739,2.696,+0.000,+0.00%,20/05,
,Sweden 5Y,2.374,2.374,2.392,2.357,+0.000,+0.00%,20/05,
,Sweden 7Y,2.348,2.347,2.373,2.323,+0.000,+0.00%,21/05,
,Sweden 10Y,2.292,2.331,2.330,2.256,0.000,0.00%,16/05,
,Sweden 20Y,2.475,2.457,2.505,2.464,+0.000,+0.00%,21/05,
