,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Bulgaria Overnight,3.750,3.750,3.750,3.750,0.00,0.00%,03:23:00,
,Bulgaria 1W,3.760,3.760,3.760,3.760,0.000,0.00%,03:22:18,
,Bulgaria 1M,3.660,3.690,3.690,3.660,0.000,0.00%,03:22:18,
,Bulgaria 1Y,3.072,3.134,3.140,3.140,0.000,0.00%,02:03:10,
,Bulgaria 2Y,3.055,3.280,3.280,3.280,0.000,0.00%,03:20:08,
,Bulgaria 3Y,3.095,3.320,3.320,3.320,0.000,0.00%,03:20:03,
,Bulgaria 4Y,3.125,3.350,3.350,3.350,0.000,0.00%,03:20:07,
,Bulgaria 5Y,3.176,3.400,3.400,3.400,0.000,0.00%,03:20:02,
,Bulgaria 7Y,3.500,3.500,3.500,3.500,0.000,0%,22/05,
,Bulgaria 10Y,4.041,4.100,4.100,4.100,0.000,0.00%,03:20:06,
