,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Slovakia 2Y,3.487,3.593,3.607,3.517,-0.106,-2.96%,11:17:07,
,Slovakia 5Y,3.122,3.306,3.343,3.198,-0.184,-5.55%,11:17:21,
,Slovakia 6Y,3.31,3.41,3.43,3.32,-0.11,-3.16%,11:17:26,
,Slovakia 8Y,3.445,3.568,3.565,3.472,-0.122,-3.43%,11:17:24,
,Slovakia 9Y,3.510,3.623,3.625,3.532,-0.113,-3.11%,11:17:17,
,Slovakia 10Y,3.54,3.65,3.65,3.54,-0.11,-2.89%,11:16:59,
,Slovakia 13Y,3.802,3.918,3.922,3.806,-0.117,-2.97%,11:17:03,
,Slovakia 18Y,3.788,3.944,3.932,3.824,-0.156,-3.96%,11:17:22,
,Slovakia 30Y,3.724,3.831,3.805,3.723,-0.107,-2.79%,11:17:31,
,Slovakia 50Y,3.786,3.891,3.893,3.810,-0.105,-2.70%,11:16:59,
