,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Egypt Overnight,27.408,27.386,27.408,27.408,+0.022,+0.08%,04:22:34,
,Egypt 3M,25.412,23.375,25.623,25.412,+0.000,+0.00%,30/05,
,Egypt 6M,26.799,25.242,27.033,26.799,+0.000,+0.00%,30/05,
,Egypt 9M,26.626,25.844,26.861,26.626,+0.000,+0.00%,30/05,
,Egypt 1Y,26.504,26.448,26.504,26.204,+0.000,+0.00%,30/05,
,Egypt 2Y,25.439,25.439,25.452,25.439,0.000,0.00%,30/05,
,Egypt 3Y,26.544,25.480,26.589,26.544,+0.000,+0.00%,30/05,
,Egypt 5Y,26.324,25.290,26.380,26.324,+0.000,+0.00%,30/05,
,Egypt 7Y,26.295,25.260,26.352,26.295,+0.000,+0.00%,30/05,
,Egypt 10Y,26.310,25.280,26.378,26.310,+0.000,+0.00%,30/05,
