,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,France 1M,3.726,3.758,3.875,3.721,-0.032,-0.85%,11:11:45,
,France 3M,3.753,3.717,3.807,3.749,+0.036,+0.97%,11:13:43,
,France 6M,3.664,3.671,3.713,3.641,-0.007,-0.19%,11:08:40,
,France 9M,3.521,3.559,3.573,3.248,-0.038,-1.07%,11:03:34,
,France 1Y,3.482,3.537,3.539,3.368,-0.055,-1.55%,11:16:36,
,France 2Y,3.121,3.182,3.185,3.103,-0.061,-1.92%,11:17:32,
,France 3Y,2.990,3.049,3.063,2.976,-0.059,-1.94%,11:17:23,
,France 4Y,2.933,3.000,3.013,2.915,-0.067,-2.23%,11:17:32,
,France 5Y,2.910,2.979,2.990,2.896,-0.069,-2.32%,11:17:32,
,France 6Y,2.932,3.003,3.012,2.916,-0.071,-2.36%,11:17:33,
,France 7Y,2.9125,2.9830,2.9900,2.8975,-0.0705,-2.36%,11:17:35,
,France 8Y,2.955,3.024,3.035,2.937,-0.069,-2.28%,11:17:32,
,France 9Y,3.022,3.090,3.098,3.002,-0.068,-2.20%,11:17:36,
,France 10Y,3.068,3.138,3.145,3.048,-0.070,-2.23%,11:17:01,
,France 15Y,3.260,3.324,3.333,3.240,-0.064,-1.93%,11:17:35,
,France 20Y,3.358,3.420,3.428,3.337,-0.062,-1.81%,11:17:32,
,France 25Y,3.423,3.481,3.490,3.403,-0.058,-1.67%,11:17:34,
,France 30Y,3.526,3.587,3.592,3.505,-0.061,-1.70%,11:17:34,
,France 50Y,2.969,3.034,3.036,2.947,-0.065,-2.14%,11:17:24,
