,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Netherlands 1M,3.593,3.589,3.628,3.585,+0.004,+0.11%,11:07:38,
,Netherlands 3M,3.528,3.574,3.644,-0.015,-0.046,-1.29%,11:15:00,
,Netherlands 6M,3.515,3.606,3.609,3.507,-0.091,-2.52%,11:08:40,
,Netherlands 2Y,3.002,3.074,3.071,2.986,-0.072,-2.34%,11:17:36,
,Netherlands 3Y,2.866,2.937,2.981,2.851,-0.071,-2.42%,11:17:28,
,Netherlands 4Y,2.797,2.868,2.879,2.775,-0.071,-2.48%,11:17:30,
,Netherlands 5Y,2.767,2.847,2.857,2.749,-0.080,-2.81%,11:17:33,
,Netherlands 6Y,2.758,2.838,2.844,2.744,-0.080,-2.82%,11:17:35,
,Netherlands 7Y,2.762,2.837,2.850,2.750,-0.075,-2.64%,11:17:37,
,Netherlands 8Y,2.796,2.868,2.875,2.781,-0.072,-2.51%,11:17:37,
,Netherlands 9Y,2.823,2.894,2.899,2.809,-0.071,-2.45%,11:17:32,
,Netherlands 10Y,2.864,2.936,2.940,2.850,-0.072,-2.45%,11:17:31,
,Netherlands 15Y,2.940,3.009,3.010,2.928,-0.069,-2.29%,11:17:34,
,Netherlands 20Y,2.952,3.016,3.016,2.941,-0.064,-2.12%,11:17:32,
,Netherlands 25Y,2.911,2.973,2.973,2.901,-0.062,-2.09%,11:17:32,
,Netherlands 30Y,2.894,2.954,2.962,2.883,-0.060,-2.03%,11:17:34,
