,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Thailand 1Y,2.368,2.400,2.400,2.400,0.000,0.00%,19/01,
,Thailand 2Y,2.368,2.400,2.400,2.400,0.000,0.00%,19/01,
,Thailand 3Y,2.350,2.350,2.350,2.350,0.000,0%,17/05,
,Thailand 4Y,2.464,2.570,2.570,2.570,0.000,0.00%,19/01,
,Thailand 5Y,2.523,2.520,2.525,2.520,0.003,0.12%,31/05,
,Thailand 7Y,2.662,2.690,2.690,2.690,0.000,0.00%,19/01,
,Thailand 10Y,2.812,2.815,2.815,2.810,-0.003,-0.11%,31/05,
,Thailand 12Y,2.840,2.890,2.890,2.890,0.000,0.00%,19/01,
,Thailand 14Y,2.957,2.980,2.980,2.980,0.000,0.00%,19/01,
,Thailand 15Y,3.023,3.030,3.040,3.030,-0.007,-0.25%,31/05,
,Thailand 16Y,3.155,3.200,3.200,3.200,0.000,0.00%,19/01,
,Thailand 20Y,3.302,3.300,3.300,3.300,+0.002,+0.05%,31/05,
