,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Bulgaria Overnight,3.750,3.750,3.750,3.750,0.000,0.00%,04:06:01,
,Bulgaria 1W,3.760,3.760,3.760,3.760,+0.000,+0.00%,04:06:09,
,Bulgaria 1M,3.610,3.610,3.610,3.610,0.000,0.00%,04:06:05,
,Bulgaria 1Y,3.163,3.207,3.225,3.189,-0.044,-1.37%,05:55:36,
,Bulgaria 2Y,3.054,3.280,3.280,3.280,-0.226,-6.89%,10:10:12,
,Bulgaria 3Y,3.095,3.320,3.320,3.320,-0.225,-6.78%,10:10:12,
,Bulgaria 4Y,3.125,3.350,3.350,3.350,-0.225,-6.72%,10:10:12,
,Bulgaria 5Y,3.176,3.400,3.400,3.400,-0.224,-6.59%,10:10:12,
,Bulgaria 7Y,3.500,3.500,3.500,3.500,0.000,0.00%,31/05,
,Bulgaria 10Y,4.041,4.100,4.100,4.100,-0.059,-1.44%,10:10:09,
