,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Singapore 1M,3.912,3.865,3.912,3.912,+0.047,+1.22%,31/05,
,Singapore 3M,3.881,3.849,3.881,3.881,+0.032,+0.83%,31/05,
,Singapore 6M,3.649,3.640,3.649,3.649,+0.009,+0.25%,31/05,
,Singapore 1Y,3.552,3.569,3.552,3.552,-0.017,-0.48%,31/05,
,Singapore 2Y,3.434,3.429,3.431,3.431,+0.005,+0.16%,20:18:56,
,Singapore 5Y,3.355,3.338,3.355,3.355,0.017,0.49%,20:19:24,
,Singapore 10Y,3.373,3.357,3.373,3.373,+0.016,+0.48%,31/05,
,Singapore 15Y,3.352,3.338,3.352,3.352,+0.014,+0.42%,20:19:20,
,Singapore 20Y,3.307,3.301,3.307,3.307,+0.006,+0.20%,31/05,
,Singapore 30Y,3.234,3.228,3.234,3.234,0.006,0.19%,20:19:28,
,Singapore 50Y,3.230,3.224,3.230,3.230,+0.006,+0.20%,31/05,
