,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,Kenya Overnight,13.408,13.408,13.408,13.408,0.000,0.00%,31/05,
,Kenya 3M,15.955,15.955,15.955,15.955,+0.000,+0.00%,30/05,
,Kenya 6M,16.608,16.608,16.608,16.608,+0.000,+0.00%,30/05,
,Kenya 1Y,16.706,16.706,16.706,16.706,+0.000,+0.00%,30/05,
,Kenya 2Y,17.576,17.090,17.576,17.576,+0.486,+2.84%,31/05,
,Kenya 3Y,17.397,16.800,17.397,17.397,+0.598,+3.56%,31/05,
,Kenya 4Y,17.833,17.160,17.833,17.833,+0.673,+3.92%,31/05,
,Kenya 5Y,18.019,17.330,18.019,18.019,+0.689,+3.98%,31/05,
,Kenya 6Y,18.166,17.460,18.166,18.166,+0.706,+4.04%,31/05,
,Kenya 7Y,18.474,17.740,18.474,18.474,+0.734,+4.14%,31/05,
,Kenya 8Y,18.188,17.480,18.188,18.188,+0.708,+4.05%,31/05,
,Kenya 9Y,18.006,17.310,18.006,18.006,+0.696,+4.02%,31/05,
,Kenya 10Y,17.910,17.220,17.910,17.910,+0.690,+4.01%,31/05,
,Kenya 15Y,17.194,16.560,17.194,17.194,+0.633,+3.83%,31/05,
,Kenya 20Y,17.097,16.470,17.097,17.097,+0.627,+3.80%,31/05,
,Kenya 25Y,17.097,16.470,16.470,16.470,+0.627,+3.80%,31/05,
