,Name,Yield,Prev.,High,Low,Chg.,Chg. %,Time,
,India 3M,6.890,6.890,6.890,6.870,0.000,0.00%,07:30:39,
,India 6M,7.020,7.030,7.030,7.010,-0.010,-0.14%,07:30:39,
,India 1Y,7.017,6.939,7.017,7.017,+0.078,+1.12%,06:26:13,
,India 2Y,7.018,6.995,7.050,7.018,+0.023,+0.33%,07:30:19,
,India 3Y,7.026,7.053,7.063,7.022,-0.027,-0.38%,07:28:16,
,India 4Y,7.023,7.053,7.031,7.017,-0.030,-0.43%,07:30:20,
,India 5Y,7.053,7.054,7.053,7.023,-0.001,-0.01%,07:31:12,
,India 6Y,6.980,7.055,6.996,6.971,-0.075,-1.06%,07:30:19,
,India 7Y,7.041,7.007,7.065,7.039,+0.034,+0.49%,07:29:13,
,India 8Y,7.038,7.066,7.054,7.030,-0.028,-0.40%,07:30:20,
,India 9Y,7.003,7.043,7.021,6.996,-0.040,-0.57%,07:30:20,
,India 10Y,6.945,6.986,6.963,6.945,-0.041,-0.59%,07:30:19,
,India 11Y,7.048,7.075,7.075,7.048,-0.026,-0.38%,07:21:15,
,India 12Y,7.047,7.073,7.063,7.047,-0.027,-0.37%,07:29:13,
,India 13Y,7.046,7.080,7.069,7.045,-0.033,-0.48%,07:30:20,
,India 14Y,7.021,7.070,7.055,7.021,-0.049,-0.69%,07:30:15,
,India 15Y,6.991,7.034,7.015,6.991,-0.044,-0.61%,07:31:12,
,India 19Y,7.105,7.108,7.105,7.105,-0.003,-0.04%,06:09:17,
,India 24Y,7.104,7.107,7.149,7.104,-0.003,-0.04%,07:03:14,
,India 30Y,7.092,7.136,7.127,7.092,-0.044,-0.62%,07:24:14,
,India 40Y,7.115,7.158,7.159,7.115,-0.043,-0.60%,07:29:12,
